start_time,datetime,velocity_supply_total
2021-01-18 11:00:00,2021-01-18 11:00:00,29.88924712
2021-01-18 12:00:00,2021-01-18 12:00:00,29.89154231
2021-01-18 13:00:00,2021-01-18 13:00:00,29.89285252
2021-01-18 14:00:00,2021-01-18 14:00:00,29.89740709
2021-01-18 15:00:00,2021-01-18 15:00:00,29.89753914
2021-01-18 16:00:00,2021-01-18 16:00:00,29.90216055
2021-01-18 17:00:00,2021-01-18 17:00:00,29.90420447
2021-01-18 18:00:00,2021-01-18 18:00:00,29.9066764
2021-01-18 19:00:00,2021-01-18 19:00:00,29.91060526
2021-01-18 20:00:00,2021-01-18 20:00:00,29.91409933
2021-01-18 21:00:00,2021-01-18 21:00:00,29.92022775
2021-01-18 22:00:00,2021-01-18 22:00:00,29.92595596
2021-01-18 23:00:00,2021-01-18 23:00:00,29.92087439
2021-01-19 00:00:00,2021-01-19 00:00:00,29.92604752
