start_time,datetime,reserve,reserve_usd
2024-10-16 11:00:00,2024-10-16 11:00:00,137705.14022014,9366755254.05327
2024-10-16 12:00:00,2024-10-16 12:00:00,137974.00640183,9364523188.856771
2024-10-16 13:00:00,2024-10-16 13:00:00,137895.46661858,9358558636.753908
2024-10-16 14:00:00,2024-10-16 14:00:00,137874.72994688,9304048588.994574
2024-10-16 15:00:00,2024-10-16 15:00:00,138148.92504302,9353549951.556269
2024-10-16 16:00:00,2024-10-16 16:00:00,138301.3748443,9350549421.430365
2024-10-16 17:00:00,2024-10-16 17:00:00,138217.07028454,9400692732.155617
2024-10-16 18:00:00,2024-10-16 18:00:00,137959.31266186,9353587162.268778
2024-10-16 19:00:00,2024-10-16 19:00:00,137976.35162793,9354308708.455923
2024-10-16 20:00:00,2024-10-16 20:00:00,138630.51872504,9379476814.212908
2024-10-16 21:00:00,2024-10-16 21:00:00,138622.45959187,9359427860.069408
2024-10-16 22:00:00,2024-10-16 22:00:00,138160.21435687,9366515267.464348
2024-10-16 23:00:00,2024-10-16 23:00:00,138160.43590232,9356750141.398071
2024-10-17 00:00:00,2024-10-17 00:00:00,138191.29058272,9356629195.8182
2024-10-17 01:00:00,2024-10-17 01:00:00,138261.04193601,9342527666.888144
2024-10-17 02:00:00,2024-10-17 02:00:00,138259.37658582,9326243585.663849
2024-10-17 03:00:00,2024-10-17 03:00:00,138256.73415122,9344823079.196913
2024-10-17 04:00:00,2024-10-17 04:00:00,138458.34150216,9315426512.207296
2024-10-17 05:00:00,2024-10-17 05:00:00,138491.76603703,9328667972.36324
2024-10-17 06:00:00,2024-10-17 06:00:00,138396.36089772,9318130803.936493
2024-10-17 07:00:00,2024-10-17 07:00:00,138356.02302605,9298380544.68469
2024-10-17 08:00:00,2024-10-17 08:00:00,138382.58257804,9333637545.396736
2024-10-17 09:00:00,2024-10-17 09:00:00,138386.13170201,9309211289.955368
2024-10-17 10:00:00,2024-10-17 10:00:00,138387.52027552,9304777862.311562
2024-10-17 11:00:00,2024-10-17 11:00:00,138359.41711274,9244285345.981443
