start_time,datetime,estimated_leverage_ratio
2021-01-13 10:00:00,2021-01-13 10:00:00,0.12001995
2021-01-13 11:00:00,2021-01-13 11:00:00,0.12056721
2021-01-13 12:00:00,2021-01-13 12:00:00,0.12014957
2021-01-13 13:00:00,2021-01-13 13:00:00,0.1203982
2021-01-13 14:00:00,2021-01-13 14:00:00,0.12086003
2021-01-13 15:00:00,2021-01-13 15:00:00,0.1153934
2021-01-13 16:00:00,2021-01-13 16:00:00,0.11492866
2021-01-13 17:00:00,2021-01-13 17:00:00,0.11709136
2021-01-13 18:00:00,2021-01-13 18:00:00,0.11870268
2021-01-13 19:00:00,2021-01-13 19:00:00,0.12011348
2021-01-13 20:00:00,2021-01-13 20:00:00,0.11858914
2021-01-13 21:00:00,2021-01-13 21:00:00,0.11988479
2021-01-13 22:00:00,2021-01-13 22:00:00,0.11867133
2021-01-13 23:00:00,2021-01-13 23:00:00,0.11923491
2021-01-14 00:00:00,2021-01-14 00:00:00,0.12113844
2021-01-14 01:00:00,2021-01-14 01:00:00,0.12008207
2021-01-14 02:00:00,2021-01-14 02:00:00,0.12045296
2021-01-14 03:00:00,2021-01-14 03:00:00,0.12317507
2021-01-14 04:00:00,2021-01-14 04:00:00,0.12257024
2021-01-14 05:00:00,2021-01-14 05:00:00,0.12122408
2021-01-14 06:00:00,2021-01-14 06:00:00,0.12110791
2021-01-14 07:00:00,2021-01-14 07:00:00,0.12392169
2021-01-14 08:00:00,2021-01-14 08:00:00,0.12656676
2021-01-14 09:00:00,2021-01-14 09:00:00,0.12775296
2021-01-14 10:00:00,2021-01-14 10:00:00,0.12662538
2021-01-14 11:00:00,2021-01-14 11:00:00,0.12741178
2021-01-14 12:00:00,2021-01-14 12:00:00,0.1270541
2021-01-14 13:00:00,2021-01-14 13:00:00,0.12788268
2021-01-14 14:00:00,2021-01-14 14:00:00,0.12912302
2021-01-14 15:00:00,2021-01-14 15:00:00,0.12696428
2021-01-14 16:00:00,2021-01-14 16:00:00,0.12981271
2021-01-14 17:00:00,2021-01-14 17:00:00,0.1308075
2021-01-14 18:00:00,2021-01-14 18:00:00,0.13157571
2021-01-14 19:00:00,2021-01-14 19:00:00,0.1306552
2021-01-14 20:00:00,2021-01-14 20:00:00,0.1320578
2021-01-14 21:00:00,2021-01-14 21:00:00,0.12566285
2021-01-14 22:00:00,2021-01-14 22:00:00,0.12570916
2021-01-14 23:00:00,2021-01-14 23:00:00,0.12252881
2021-01-15 00:00:00,2021-01-15 00:00:00,0.12787977
2021-01-15 01:00:00,2021-01-15 01:00:00,0.12858627
2021-01-15 02:00:00,2021-01-15 02:00:00,0.12974635
2021-01-15 03:00:00,2021-01-15 03:00:00,0.12943621
2021-01-15 04:00:00,2021-01-15 04:00:00,0.12955403
2021-01-15 05:00:00,2021-01-15 05:00:00,0.12925048
2021-01-15 06:00:00,2021-01-15 06:00:00,0.12733912
2021-01-15 07:00:00,2021-01-15 07:00:00,0.12914125
2021-01-15 08:00:00,2021-01-15 08:00:00,0.13305896
2021-01-15 09:00:00,2021-01-15 09:00:00,0.13207664
2021-01-15 10:00:00,2021-01-15 10:00:00,0.13297516
2021-01-15 11:00:00,2021-01-15 11:00:00,0.13397703
2021-01-15 12:00:00,2021-01-15 12:00:00,0.13435487
2021-01-15 13:00:00,2021-01-15 13:00:00,0.13593183
2021-01-15 14:00:00,2021-01-15 14:00:00,0.13795427
2021-01-15 15:00:00,2021-01-15 15:00:00,0.13957697
2021-01-15 16:00:00,2021-01-15 16:00:00,0.12899323
2021-01-15 17:00:00,2021-01-15 17:00:00,0.12815156
2021-01-15 18:00:00,2021-01-15 18:00:00,0.12660635
2021-01-15 19:00:00,2021-01-15 19:00:00,0.13000054
2021-01-15 20:00:00,2021-01-15 20:00:00,0.12697502
2021-01-15 21:00:00,2021-01-15 21:00:00,0.12634006
2021-01-15 22:00:00,2021-01-15 22:00:00,0.12657882
2021-01-15 23:00:00,2021-01-15 23:00:00,0.12631155
2021-01-16 00:00:00,2021-01-16 00:00:00,0.12699971
